delivery_id,order_id,store_id,rider_id,order_ts,pickup_ts,delivery_ts,promised_mins,actual_mins,pick_pack_mins,distance_km,is_late,is_rainy
D00019954,O00006990,S006,R135,2026-01-24 20:12:41,2026-01-24 20:18:41,2026-01-24 20:43:17,35,30.6,6,1.97,0,0
D00019957,O00006991,S006,R051,2026-01-24 08:49:07,2026-01-24 08:55:07,2026-01-24 09:16:01,35,26.9,6,2.32,0,No
D00019958,O00006992,S006,R150,2026-01-24 18:53:39,2026-01-24 18:57:39,2026-01-24 19:17:51,35,24.2,4,2.42,0,No
D00019960,O00006993,S006,R099,2026-01-24 07:52:35,2026-01-24 07:55:35,2026-01-24 08:00:17,35,7.7,3,2.14,0,No
D00019961,O00006994,S006,R022,2026-01-25 10:30:21,2026-01-25 10:34:21,2026-01-25 11:05:09,35,49.3,4,2.74,1,1
D00019965,O00006995,S006,R142,2026-01-25 19:52:51,2026-01-25 19:56:51,2026-01-25 20:32:33,35,62.8,4,2.15,1,1
D00019969,O00006996,S006,R046,2026-01-25 18:14:59,2026-01-25 18:21:59,2026-01-25 18:52:05,35,55.2,7,1.98,1,1
D00019971,O00006997,S006,R134,2026-01-25 05:24:48,2026-01-25 05:27:48,2026-01-25 06:04:24,35,55.3,3,1.9,1,Yes
D00019974,O00006998,S006,R110,2026-01-25 21:56:02,2026-01-25 22:00:02,2026-01-25 22:37:20,35,54.7,4,2.23,1,Yes
D00019976,O00006999,S006,R041,2026-01-25 18:10:48,2026-01-25 18:16:48,2026-01-25 18:43:42,35,47.1,6,2.28,1,1
D00019980,O00007000,S006,R176,2026-01-25 18:20:42,2026-01-25 18:27:42,2026-01-25 18:59:36,35,60.5,7,2.55,1,Yes
D00019985,O00007001,S006,R039,2026-01-25 08:29:40,2026-01-25 08:37:40,2026-01-25 08:54:40,35,34.4,8,1.87,0,1
D00019988,O00007002,S006,R187,2026-01-25 20:19:51,2026-01-25 20:21:51,2026-01-25 20:55:27,35,55.5,2,3.01,1,1
D00019992,O00007003,S006,R164,2026-01-25 18:37:45,2026-01-25 18:44:45,2026-01-25 19:16:09,35,51.8,7,2.77,1,1
D00019995,O00007004,S006,R081,2026-01-25 07:43:53,2026-01-25 07:51:53,2026-01-25 08:11:17,35,36.7,8,3.07,1,Yes
D00019996,O00007005,S006,R107,2026-01-26 19:38:31,2026-01-26 19:44:31,2026-01-26 20:11:07,35,48.3,6,2.4,1,1
D00019999,O00007006,S006,R164,2026-01-26 19:39:29,2026-01-26 19:43:29,2026-01-26 20:23:11,35,67.4,4,2.65,1,Yes
D00020002,O00007008,S006,R147,2026-01-26 16:19:40,2026-01-26 16:23:40,2026-01-26 17:02:40,35,66,4,3.57,1,Yes
D00020007,O00007009,S006,R023,2026-01-26 21:50:20,2026-01-26 21:52:20,2026-01-26 22:38:20,35,70.2,2,1.98,1,1
D00020011,O00007010,S006,R063,2026-01-26 09:58:14,2026-01-26 10:06:14,2026-01-26 10:33:14,35,52.2,8,3.01,1,1
D00020012,O00007011,S006,R080,2026-01-26 18:55:58,2026-01-26 18:59:58,2026-01-26 19:36:40,35,56.1,4,2.18,1,1
D00020017,O00007012,S006,R059,2026-01-26 12:40:11,2026-01-26 12:43:11,2026-01-26 13:08:11,35,41,3,2.15,1,1
D00020020,O00007013,S006,R167,2026-01-26 20:50:33,2026-01-26 20:55:33,2026-01-26 21:34:27,35,59.8,5,1.89,1,Yes
D00020021,O00007014,S006,R088,2026-01-27 21:40:10,2026-01-27 21:47:10,2026-01-27 22:06:58,35,26.8,7,2.78,0,0
D00020022,O00007015,S006,R099,2026-01-27 16:07:56,2026-01-27 16:12:56,2026-01-27 16:35:44,35,27.8,5,1.72,0,0
D00020024,O00007016,S006,R122,2026-01-27 18:56:35,2026-01-27 19:03:35,2026-01-27 19:10:11,35,13.6,7,2.58,0,0
D00020026,O00007017,S006,R154,2026-01-27 20:38:39,2026-01-27 20:40:39,2026-01-27 20:56:15,35,17.6,2,1.99,0,0
D00020030,O00007018,S006,R180,2026-01-27 16:23:55,2026-01-27 16:27:55,2026-01-27 16:40:01,35,16.1,4,2.23,0,0
D00020034,O00007019,S006,R115,2026-01-27 19:24:24,2026-01-27 19:32:24,2026-01-27 19:44:24,35,20,8,2.91,0,0
D00020037,O00007020,S006,R076,2026-01-27 09:21:01,2026-01-27 09:25:01,2026-01-27 09:43:01,35,22,4,2.14,0,0
D00020040,O00007021,S006,R120,2026-01-27 18:12:51,2026-01-27 18:14:51,2026-01-27 18:38:09,35,25.3,2,3.05,0,0
D00020042,O00007022,S006,R038,2026-01-27 06:42:33,2026-01-27 06:44:33,2026-01-27 07:02:09,35,19.6,2,1.65,0,0
D00020045,O00007023,S006,R066,2026-01-28 21:05:11,2026-01-28 21:07:11,2026-01-28 21:37:35,35,51.1,2,1.67,1,1
D00020049,O00007024,S006,R030,2026-01-28 19:30:45,2026-01-28 19:32:45,2026-01-28 20:11:03,35,60.6,2,2.74,1,1
D00020051,O00007025,S006,R036,2026-01-28 20:58:43,2026-01-28 21:06:43,2026-01-28 21:26:55,35,41.4,8,2.04,1,Yes
D00020055,O00007026,S006,R097,2026-01-28 20:44:13,2026-01-28 20:51:13,2026-01-28 21:19:19,35,48.2,7,2.49,1,1
D00020057,O00007027,S006,R111,2026-01-28 03:44:16,2026-01-28 03:51:16,2026-01-28 04:21:40,35,-53.2,7,2.65,1,1
D00020059,O00007028,S006,R089,2026-01-28 21:24:50,2026-01-28 21:28:50,2026-01-28 22:09:56,35,69.2,4,2.33,1,Yes
D00020061,O00007029,S006,R185,2026-01-28 19:06:50,2026-01-28 19:10:50,2026-01-28 19:50:14,35,59.5,4,3.66,1,1
D00020062,O00007030,S006,R044,2026-01-29 19:46:38,2026-01-29 19:53:38,2026-01-29 20:19:26,35,43.9,7,2.27,1,1
D00020063,O00007031,S006,R016,2026-01-29 20:38:47,2026-01-29 20:44:47,2026-01-29 21:16:17,35,52.2,6,2.21,1,1
D00020064,O00007032,S006,R055,2026-01-29 17:32:43,2026-01-29 17:34:43,2026-01-29 17:59:19,35,40.9,2,2.25,1,1
D00020068,O00007033,S006,R021,2026-01-29 10:21:44,2026-01-29 10:25:44,2026-01-29 10:59:20,35,58.8,4,2.55,1,1
D00020071,O00007034,S006,R136,2026-01-29 11:17:30,2026-01-29 11:20:30,2026-01-29 11:58:30,35,58.4,3,2.83,1,Yes
D00020072,O00007035,S006,R043,2026-01-30 15:36:52,2026-01-30 15:41:52,2026-01-30 16:07:52,35,47.6,5,3.9,1,1
D00020075,O00007036,S006,R063,2026-01-30 12:03:46,2026-01-30 12:05:46,2026-01-30 12:39:16,35,49.7,2,2.75,1,1
D00020078,O00007037,S006,R051,2026-01-30 07:50:51,2026-01-30 07:53:51,2026-01-30 08:24:45,35,49.2,3,2.2,1,1
D00020079,O00007038,S006,R056,2026-01-30 20:05:59,2026-01-30 20:12:59,2026-01-30 20:41:47,35,46.8,7,2.72,1,1
D00020084,O00007039,S006,R130,2026-01-30 20:01:58,2026-01-30 20:05:58,2026-01-30 20:51:52,35,75.5,4,2.21,1,1
D00020086,O00007041,S006,R138,2026-01-30 10:02:10,2026-01-30 10:05:10,2026-01-30 10:31:10,35,,3,2.27,1,1
D00020087,O00007042,S006,R017,2026-01-31 19:13:52,2026-01-31 19:17:52,2026-01-31 19:45:16,35,31.4,4,2.05,0,0
D00020089,O00007043,S006,R014,2026-01-31 10:04:11,2026-01-31 10:07:11,2026-01-31 10:33:35,35,29.4,3,3.15,0,0
D00020091,O00007044,S006,R102,2026-01-31 19:32:36,2026-01-31 19:40:36,2026-01-31 19:53:30,35,20.9,8,2.53,0,0
D00020094,O00007045,S006,R098,2026-01-31 16:44:34,2026-01-31 16:47:34,2026-01-31 17:07:04,35,22.5,3,3.25,0,0
D00020099,O00007046,S006,R161,2026-01-31 22:33:36,2026-01-31 22:41:36,2026-01-31 22:55:48,35,22.2,8,2.16,0,0
D00020103,O00007047,S006,R171,2026-01-31 12:59:16,2026-01-31 13:04:16,2026-01-31 13:18:34,35,19.3,5,2.76,0,0
D00020108,O00007048,S006,R075,2026-01-31 19:48:39,2026-01-31 19:54:39,2026-01-31 20:11:51,35,23.2,6,2.4,0,0
D00020109,O00007049,S006,R148,2026-02-01 17:39:20,2026-02-01 17:43:20,2026-02-01 18:00:38,35,21.3,4,2.12,0,0
D00020111,O00007050,S006,R106,2026-02-01 15:46:34,2026-02-01 15:48:34,2026-02-01 16:02:52,35,16.3,2,2.1,0,No
D00020114,O00007051,S006,R176,2026-02-01 14:44:05,2026-02-01 14:49:05,2026-02-01 15:17:59,35,33.9,5,3.19,0,0
D00020116,O00007052,S006,R121,2026-02-01 19:12:48,2026-02-01 19:19:48,2026-02-01 19:41:00,35,28.2,7,1.96,0,No
D00020121,O00007053,S006,R095,2026-02-01 20:04:03,2026-02-01 20:07:03,2026-02-01 20:36:39,35,32.6,3,2.22,0,0
D00020126,O00007054,S006,R025,2026-02-01 20:27:33,2026-02-01 20:34:33,2026-02-01 20:53:03,35,25.5,7,2.21,0,0
D00020128,O00007055,S006,R100,2026-02-01 18:48:22,2026-02-01 18:53:22,2026-02-01 19:09:28,35,21.1,5,2.62,0,0
D00020133,O00007056,S006,R019,2026-02-01 19:26:34,2026-02-01 19:33:34,2026-02-01 19:53:28,35,26.9,7,2.62,0,No
D00020138,O00007057,S006,R106,2026-02-01 20:22:36,2026-02-01 20:24:36,2026-02-01 20:50:36,35,28,2,1.94,0,No
D00020139,O00007058,S006,R015,2026-02-01 19:38:07,2026-02-01 19:44:07,2026-02-01 19:58:49,35,20.7,6,2.28,0,No
D00020140,O00007059,S006,R034,2026-02-02 21:16:32,2026-02-02 21:20:32,2026-02-02 21:51:32,35,46.6,4,3.72,1,1
D00020141,O00007060,S006,R115,2026-02-02 21:58:20,2026-02-02 22:05:20,2026-02-02 22:41:14,35,60.4,7,2.43,1,1
D00020142,O00007061,S006,R096,2026-02-02 14:22:07,2026-02-02 14:24:07,2026-02-02 14:52:07,35,43.4,2,2.63,1,1
D00020143,O00007062,S006,R151,2026-02-02 19:04:39,2026-02-02 19:07:39,2026-02-02 19:48:09,35,66.7,3,1.57,1,1
D00020147,O00007063,S006,R154,2026-02-02 11:26:41,2026-02-02 11:34:41,2026-02-02 12:00:35,35,52.4,8,2.21,1,1
D00020151,O00007064,S006,R182,2026-02-02 10:25:32,2026-02-02 10:31:32,2026-02-02 11:05:02,35,59.9,6,2.89,1,1
D00020152,O00007065,S006,R190,2026-02-02 21:26:16,2026-02-02 21:33:16,2026-02-02 22:05:58,35,54.2,7,2.94,1,1
D00020157,O00007066,S006,R172,2026-02-02 08:56:48,2026-02-02 09:02:48,2026-02-02 09:26:36,35,41.9,6,3.73,1,Yes
D00020158,O00007067,S006,R109,2026-02-02 16:06:09,2026-02-02 16:12:09,2026-02-02 16:39:21,35,45.6,6,3.02,1,1
D00020159,O00007068,S006,R052,2026-02-03 06:17:20,2026-02-03 06:23:20,2026-02-03 06:45:44,35,42.3,6,2.98,1,1
D00020161,O00007069,S006,R013,2026-02-03 20:32:04,2026-02-03 20:38:04,2026-02-03 21:05:04,35,49.3,6,2.68,1,1
D00020163,O00007070,S006,R002,2026-02-03 11:57:52,2026-02-03 12:00:52,2026-02-03 12:26:28,35,37.3,3,2.79,1,1
D00020165,O00007071,S006,R107,2026-02-03 10:13:29,2026-02-03 10:08:29,2026-02-03 10:41:47,35,43,8,2.2,1,1
D00020166,O00007072,S006,R043,2026-02-03 12:02:34,2026-02-03 12:06:34,2026-02-03 12:36:28,35,46.4,4,2.19,1,1
D00020171,O00007073,S006,R023,2026-02-04 11:06:23,2026-02-04 11:09:23,2026-02-04 11:42:59,35,56.4,3,2.87,1,1
D00020176,O00007074,S006,R162,2026-02-04 19:07:05,2026-02-04 19:13:05,2026-02-04 19:32:47,35,39.8,6,3.03,1,1
D00020180,O00007075,S006,R109,2026-02-04 18:31:29,2026-02-04 18:39:29,2026-02-04 19:13:47,35,65.1,8,3.22,1,1
D00020182,O00007076,S006,R184,2026-02-04 17:29:18,2026-02-04 17:36:18,2026-02-04 18:01:18,35,,7,2.41,1,1
D00020183,O00007077,S006,R197,2026-02-05 11:14:41,2026-02-05 11:21:41,2026-02-05 11:59:17,35,-62.6,7,3.38,1,1
D00020188,O00007078,S006,R156,2026-02-05 21:10:24,2026-02-05 21:13:24,2026-02-05 21:53:48,35,62.1,3,3.2,1,1
D00020189,O00007079,S006,R178,2026-02-05 07:42:58,2026-02-05 07:37:58,2026-02-05 08:03:28,35,29.9,6,2.57,0,Yes
D00020192,O00007080,S006,R059,2026-02-05 08:18:26,2026-02-05 08:22:26,2026-02-05 08:51:32,35,45.5,4,2.88,1,1
D00020197,O00007081,S006,R107,2026-02-05 08:44:09,2026-02-05 08:49:09,2026-02-05 09:28:15,35,69.7,5,3.39,1,1
D00020199,O00007082,S006,R039,2026-02-05 19:38:12,2026-02-05 19:41:12,2026-02-05 20:25:12,35,68.2,3,3.16,1,1
D00020201,O00007083,S006,R126,2026-02-06 21:39:48,2026-02-06 21:47:48,2026-02-06 22:25:24,35,60.3,8,2.93,1,1
D00020205,O00007084,S006,R121,2026-02-06 17:43:22,2026-02-06 17:50:22,2026-02-06 18:11:46,35,45.4,7,2.4,1,1
D00020209,O00007085,S006,R131,2026-02-06 18:20:27,2026-02-06 18:24:27,2026-02-06 18:58:57,35,55.6,4,2.05,1,1
D00020211,O00007086,S006,R146,2026-02-06 20:37:01,2026-02-06 20:41:01,2026-02-06 21:14:43,35,-59.7,4,2.12,1,1
D00020214,O00007087,S006,R046,2026-02-06 18:40:15,2026-02-06 18:45:15,2026-02-06 19:22:57,35,60.5,5,2.44,1,1
D00020215,O00007088,S006,R163,2026-02-07 19:14:53,2026-02-07 19:21:53,2026-02-07 19:52:29,35,51.4,7,1.93,1,Yes
D00020219,O00007089,S006,R060,2026-02-07 22:24:11,2026-02-07 22:26:11,2026-02-07 22:56:41,35,49.4,2,2.67,1,Yes
D00020222,O00007090,S006,R152,2026-02-07 20:16:26,2026-02-07 20:22:26,2026-02-07 20:51:14,35,49.8,6,3.5,1,1
D00020227,O00007091,S006,R058,2026-02-07 22:08:28,2026-02-07 22:11:28,2026-02-07 22:44:46,35,56.8,3,2.58,1,Yes
D00020229,O00007092,S006,R039,2026-02-07 22:19:25,2026-02-07 22:22:25,2026-02-07 22:58:43,35,-56.6,3,2.05,1,Yes
D00020233,O00007093,S006,R028,2026-02-07 00:04:00,2026-02-07 00:12:00,2026-02-07 00:34:48,35,43.2,8,2.29,1,1
D00020234,O00007094,S006,R075,2026-02-07 19:09:58,2026-02-07 19:11:58,2026-02-07 19:56:58,35,74.7,2,2.53,1,Yes
D00020235,O00007095,S006,R081,2026-02-08 18:12:45,2026-02-08 18:14:45,2026-02-08 18:53:45,35,63.5,2,1.52,1,1
D00020236,O00007096,S006,R173,2026-02-08 21:05:23,2026-02-08 21:07:23,2026-02-08 21:48:23,35,58.6,2,2.42,1,1
D00020237,O00007097,S006,R156,2026-02-08 19:46:55,2026-02-08 19:51:55,2026-02-08 20:17:55,35,44.8,5,3.59,1,1
D00020240,O00007098,S006,R198,2026-02-08 12:03:09,2026-02-08 12:06:09,2026-02-08 12:45:09,35,56,3,1.99,1,1
D00020245,O00007099,S006,R116,2026-02-08 22:40:15,2026-02-08 22:44:15,2026-02-08 23:08:15,35,37.3,4,2.25,1,1
D00020249,O00007100,S006,R140,2026-02-09 14:07:46,2026-02-09 14:13:46,2026-02-09 14:23:22,35,15.6,6,2.8,0,0
D00020250,O00007101,S006,R105,2026-02-09 12:37:30,2026-02-09 12:32:30,2026-02-09 12:57:06,35,19.6,2,2.64,0,0
D00020255,O00007102,S006,R049,2026-02-09 11:56:11,2026-02-09 12:03:11,2026-02-09 12:16:11,35,20,7,2.52,0,0
D00020259,O00007103,S006,R144,2026-02-09 18:53:18,2026-02-09 19:00:18,2026-02-09 19:21:48,35,28.5,7,2.14,0,No
D00020264,O00007104,S006,R098,2026-02-10 02:37:49,2026-02-10 02:44:49,2026-02-10 03:21:01,35,67.2,7,1.78,1,1
D00020266,O00007105,S006,R149,2026-02-10 22:20:45,2026-02-10 22:25:45,2026-02-10 22:46:21,35,40.4,5,2.57,1,1
D00020271,O00007106,S006,R107,2026-02-10 11:39:24,2026-02-10 11:34:24,2026-02-10 12:24:42,35,68.9,7,2.37,1,Yes
D00020272,O00007107,S006,R132,2026-02-10 16:39:38,2026-02-10 16:47:38,2026-02-10 17:18:20,35,61.8,8,2.75,1,1
D00020274,O00007108,S006,R101,2026-02-10 19:21:45,2026-02-10 19:26:45,2026-02-10 20:05:39,35,57.7,5,2.73,1,1
D00020276,O00007109,S006,R137,2026-02-11 14:10:07,2026-02-11 14:18:07,2026-02-11 14:51:13,35,57.5,8,1.83,1,1
D00020278,O00007110,S006,R079,2026-02-11 17:03:33,2026-02-11 17:08:33,2026-02-11 17:42:09,35,51.7,5,2.65,1,1
D00020279,O00007111,S006,R046,2026-02-11 09:52:04,2026-02-11 09:59:04,2026-02-11 10:32:58,35,62.8,7,2.66,1,1
D00020283,O00007112,S006,R158,2026-02-11 16:08:15,2026-02-11 16:15:15,2026-02-11 16:29:03,35,32.6,7,3.01,0,1
D00020285,O00007113,S006,R193,2026-02-11 10:19:56,2026-02-11 10:21:56,2026-02-11 10:57:50,35,54.4,2,2.8,1,1
D00020287,O00007114,S006,R103,2026-02-11 07:54:40,2026-02-11 08:01:40,2026-02-11 08:36:58,35,65.5,7,2.51,1,1
D00020288,O00007115,S006,R145,2026-02-12 20:18:16,2026-02-12 20:20:16,2026-02-12 20:39:28,35,21.2,2,2.53,0,0
D00020291,O00007116,S006,R102,2026-02-12 10:30:31,2026-02-12 10:38:31,2026-02-12 10:46:55,35,16.4,8,2.23,0,0
D00020296,O00007117,S006,R064,2026-02-12 09:37:35,2026-02-12 09:43:35,2026-02-12 09:53:53,35,16.3,6,2.91,0,0
D00020300,O00007118,S006,R049,2026-02-12 06:01:59,2026-02-12 06:09:59,2026-02-12 06:14:11,35,12.2,8,2.47,0,0
D00020304,O00007119,S006,R058,2026-02-12 07:37:24,2026-02-12 07:41:24,2026-02-12 07:59:06,35,21.7,4,2.62,0,0
D00020307,O00007120,S006,R151,2026-02-12 09:44:31,2026-02-12 09:48:31,2026-02-12 10:05:31,35,21,4,2.01,0,0
D00020310,O00007121,S006,R112,2026-02-12 00:14:49,2026-02-12 00:22:49,2026-02-12 00:47:07,35,32.3,8,2.16,0,0
D00020313,O00007122,S006,R179,2026-02-12 12:29:09,2026-02-12 12:32:09,2026-02-12 12:44:39,35,15.5,3,3.17,0,0
D00020315,O00007123,S006,R156,2026-02-12 22:56:44,2026-02-12 23:01:44,2026-02-12 23:16:38,35,19.9,5,2.64,0,0
D00020316,O00007124,S006,R047,2026-02-12 18:48:24,2026-02-12 18:50:24,2026-02-12 19:12:42,35,24.3,2,2.43,0,0
D00020318,O00007125,S006,R140,2026-02-13 09:42:12,2026-02-13 09:50:12,2026-02-13 10:11:24,35,45.4,8,2.07,1,Yes
D00020323,O00007126,S006,R060,2026-02-13 22:17:20,2026-02-13 22:23:20,2026-02-13 22:48:08,35,41.3,6,3.26,1,1
D00020324,O00007127,S006,R087,2026-02-13 17:28:58,2026-02-13 17:31:58,2026-02-13 18:11:22,35,59.9,3,2.72,1,Yes
D00020327,O00007128,S006,R074,2026-02-13 22:48:29,2026-02-13 22:53:29,2026-02-13 23:24:59,35,49.5,5,1.7,1,Yes
D00020331,O00007129,S006,R047,2026-02-13 10:06:08,2026-02-13 10:12:08,2026-02-13 10:48:26,35,63.5,6,2.7,1,1
D00020334,O00007130,S006,R017,2026-02-13 07:19:08,2026-02-13 07:26:08,2026-02-13 08:00:56,35,59.2,7,2.38,1,1
D00020336,O00007131,S006,R148,2026-02-13 19:24:29,2026-02-13 19:29:29,2026-02-13 19:58:47,35,51.5,5,2.51,1,1
D00020339,O00007132,S006,R087,2026-02-13 21:45:59,2026-02-13 21:47:59,2026-02-13 22:29:53,35,68.6,2,2.23,1,1
D00020343,O00007134,S006,R053,2026-02-13 20:26:39,2026-02-13 20:33:39,2026-02-13 21:08:27,35,59.5,7,2.6,1,1
D00020347,O00007135,S006,R175,2026-02-13 19:22:49,2026-02-13 19:17:49,2026-02-13 19:59:07,35,57.8,4,2.29,1,Yes
D00020349,O00007136,S006,R018,2026-02-13 20:22:53,2026-02-13 20:28:53,2026-02-13 21:07:53,35,64,6,2.86,1,1
D00020354,O00007137,S006,R021,2026-02-13 12:51:50,2026-02-13 12:57:50,2026-02-13 13:25:08,35,45.4,6,3.03,1,1
D00020355,O00007138,S006,R189,2026-02-14 11:45:57,2026-02-14 11:53:57,2026-02-14 12:12:03,35,38.1,8,2.46,1,1
D00020359,O00007139,S006,R187,2026-02-14 08:03:04,2026-02-14 08:07:04,2026-02-14 08:36:10,35,47,4,2.57,1,1
D00020362,O00007140,S006,R075,2026-02-14 18:39:02,2026-02-14 18:34:02,2026-02-14 19:22:38,35,58.3,3,2.68,1,1
D00020363,O00007141,S006,R112,2026-02-14 18:55:48,2026-02-14 18:59:48,2026-02-14 19:31:06,35,46.1,4,2.15,1,1
D00020365,O00007142,S006,R170,2026-02-14 19:35:42,2026-02-14 19:39:42,2026-02-14 20:11:00,35,53.8,4,2.81,1,Yes
D00020366,O00007143,S006,R138,2026-02-14 10:44:49,2026-02-14 10:46:49,2026-02-14 11:19:01,35,54,2,2.46,1,1
D00020372,O00007145,S006,R136,2026-02-14 23:48:21,2026-02-14 23:51:21,2026-02-15 00:19:39,35,44.8,3,2.99,1,1
D00020377,O00007146,S006,R131,2026-02-14 14:43:39,2026-02-14 14:48:39,2026-02-14 15:19:33,35,47.4,5,2.24,1,1
D00020382,O00007147,S006,R130,2026-02-15 19:23:24,2026-02-15 19:30:24,2026-02-15 20:05:12,35,63.6,7,2.13,1,1
D00020383,O00007148,S006,R098,2026-02-15 13:55:10,2026-02-15 14:02:10,2026-02-15 14:27:58,35,51.2,7,2.24,1,1
D00020388,O00007149,S006,R073,2026-02-15 10:40:28,2026-02-15 10:45:28,2026-02-15 11:17:46,35,52.1,5,2.1,1,1
D00020393,O00007151,S006,R162,2026-02-15 21:06:27,2026-02-15 21:12:27,2026-02-15 21:38:15,35,43.5,6,2.09,1,1
D00020398,O00007152,S006,R165,2026-02-15 16:00:52,2026-02-15 16:04:52,2026-02-15 16:31:52,35,43.4,4,2.07,1,Yes
D00020401,O00007153,S006,R193,2026-02-15 19:06:32,2026-02-15 19:08:32,2026-02-15 19:52:20,35,72,2,2.33,1,Yes
D00020405,O00007154,S006,R112,2026-02-15 22:31:26,2026-02-15 22:35:26,2026-02-15 23:12:56,35,59.2,4,1.37,1,1
D00020406,O00007155,S006,R085,2026-02-15 12:20:44,2026-02-15 12:26:44,2026-02-15 12:52:14,35,47.1,6,2.69,1,Yes
D00020408,O00007156,S006,R071,2026-02-15 21:29:12,2026-02-15 21:37:12,2026-02-15 22:07:18,35,50.4,8,3.1,1,Yes
D00020411,O00007157,S006,R015,2026-02-16 17:59:27,2026-02-16 18:04:27,2026-02-16 18:25:03,35,35.4,5,2.69,1,1
D00020416,O00007158,S006,R034,2026-02-16 06:16:14,2026-02-16 06:18:14,2026-02-16 06:43:38,35,37.5,2,2.83,1,1
D00020420,O00007159,S006,R183,2026-02-16 18:53:32,2026-02-16 19:00:32,2026-02-16 19:28:44,35,-46.4,7,2.29,1,1
D00020428,O00007161,S006,R133,2026-02-16 22:01:19,2026-02-16 22:05:19,2026-02-16 22:32:55,35,42.2,4,2.26,1,1
D00020432,O00007162,S006,R163,2026-02-17 18:58:41,2026-02-17 19:06:41,2026-02-17 19:34:47,35,51.4,8,3.19,1,1
D00020434,O00007163,S006,R074,2026-02-17 18:17:44,2026-02-17 18:23:44,2026-02-17 18:57:56,35,59,6,2.78,1,Yes
D00020439,O00007164,S006,R022,2026-02-17 11:57:16,2026-02-17 12:02:16,2026-02-17 12:34:16,35,51.6,5,2.76,1,1
D00020441,O00007165,S006,R032,2026-02-18 20:26:16,2026-02-18 20:31:16,2026-02-18 21:13:28,35,67.3,5,2.96,1,Yes
D00020442,O00007166,S006,R070,2026-02-18 12:34:56,2026-02-18 12:38:56,2026-02-18 13:12:14,35,57,4,2.7,1,Yes
D00020444,O00007167,S006,R088,2026-02-18 09:38:47,2026-02-18 09:41:47,2026-02-18 10:13:17,35,,3,2.54,1,Yes
D00020446,O00007168,S006,R077,2026-02-18 08:48:14,2026-02-18 08:50:14,2026-02-18 09:21:02,35,43,2,2.22,1,1
D00020451,O00007169,S006,R014,2026-02-18 10:55:10,2026-02-18 11:03:10,2026-02-18 11:38:40,35,59.9,8,2.52,1,Yes
D00020452,O00007170,S006,R080,2026-02-19 09:25:24,2026-02-19 09:28:24,2026-02-19 10:01:12,35,56.4,3,2.64,1,1
D00020454,O00007171,S006,R186,2026-02-19 12:22:29,2026-02-19 12:27:29,2026-02-19 13:09:05,35,60.8,5,2.14,1,1
D00020455,O00007172,S006,R156,2026-02-19 08:34:11,2026-02-19 08:40:11,2026-02-19 09:19:29,35,60.6,6,2.77,1,1
D00020457,O00007173,S006,R154,2026-02-19 21:26:21,2026-02-19 21:29:21,2026-02-19 21:54:45,35,37.5,3,1.87,1,1
D00020462,O00007174,S006,R045,2026-02-19 15:17:51,2026-02-19 15:25:51,2026-02-19 15:46:39,35,40.7,8,2.26,1,Yes
D00020469,O00007176,S006,R035,2026-02-19 11:03:04,2026-02-19 11:11:04,2026-02-19 11:31:40,35,42.7,8,2.23,1,1
D00020470,O00007177,S006,R143,2026-02-20 19:54:54,2026-02-20 19:59:54,2026-02-20 20:28:00,35,52.1,5,2.68,1,1
D00020472,O00007178,S006,R043,2026-02-20 11:33:47,2026-02-20 11:41:47,2026-02-20 12:09:59,35,55.7,8,2.56,1,1
D00020474,O00007179,S006,R055,2026-02-20 19:33:25,2026-02-20 19:40:25,2026-02-20 20:11:13,35,52,7,2.86,1,1
D00020479,O00007180,S006,R140,2026-02-20 20:58:13,2026-02-20 21:06:13,2026-02-20 21:46:43,35,72.3,8,2.66,1,Yes
D00020480,O00007181,S006,R034,2026-02-20 20:24:29,2026-02-20 20:30:29,2026-02-20 20:54:17,35,44.7,6,2.41,1,1
D00020485,O00007182,S006,R010,2026-02-20 01:44:22,2026-02-20 01:46:22,2026-02-20 02:17:10,35,43.5,2,3.04,1,Yes
D00020486,O00007183,S006,R185,2026-02-21 20:05:40,2026-02-21 20:09:40,2026-02-21 20:45:52,35,57.4,4,2.68,1,Yes
D00020488,O00007184,S006,R135,2026-02-21 12:18:17,2026-02-21 12:20:17,2026-02-21 13:01:17,35,59.9,2,2.59,1,1
D00020492,O00007185,S006,R079,2026-02-21 17:34:03,2026-02-21 17:37:03,2026-02-21 18:08:15,35,46.1,3,2.33,1,1
D00020494,O00007186,S006,R004,2026-02-21 19:41:42,2026-02-21 19:48:42,2026-02-21 20:29:54,35,63.5,7,2.18,1,1
D00020495,O00007187,S006,R017,2026-02-21 19:51:21,2026-02-21 19:55:21,2026-02-21 20:33:03,35,-54.5,4,2.78,1,1
D00020500,O00007189,S006,R096,2026-02-21 08:30:54,2026-02-21 08:36:54,2026-02-21 08:59:12,35,44.1,6,2.69,1,1
D00020503,O00007190,S006,R005,2026-02-21 11:53:19,2026-02-21 11:58:19,2026-02-21 12:43:49,35,70.7,5,2.92,1,Yes
D00020504,O00007191,S006,R047,2026-02-21 20:07:48,2026-02-21 20:13:48,2026-02-21 20:44:18,35,52.8,6,2.28,1,Yes
D00020505,O00007192,S006,R094,2026-02-22 17:34:26,2026-02-22 17:39:26,2026-02-22 17:50:14,35,15.8,5,2.59,0,No
