customer_id,city,locality,age_group,acquisition_channel,signup_date,is_app_user
C01494,Bengaluru,Indiranagar,25-34,referral,2024-10-30 00:00:00,1
C01495,Bengaluru,Marathahalli,35-44,referral,2025-05-22 00:00:00,1
C01496,Bengaluru,Marathahalli,25-34,organic,2024-06-15 00:00:00,1
C01497,Bengaluru,Marathahalli,45-54,coupon,2024-06-14 00:00:00,1
C01498,Bengaluru,Whitefield,18-24,coupon,2025-05-08 00:00:00,1
C01499,,HSR Layout,25-34,REFERRAL,2024-07-14 00:00:00,1
C01500,Bengaluru,Electronic City,35-44,influencer,2024-12-16 00:00:00,1
C01501,Bengaluru,BTM Layout,25-34,organic,2024-10-19 00:00:00,1
C01502,Bengaluru,Whitefield,35-44,referral,2025-04-19 00:00:00,1
C01503,Bengaluru,Indiranagar,18-24,influencer,2024-06-25 00:00:00,0
C01504,Bengaluru,HSR Layout,18-24,referral,2024-06-26 00:00:00,1
C01505,Bengaluru,HSR Layout,18-24,referral,2024-10-25 00:00:00,1
C01506,Bengaluru,Whitefield,45-54,ORGANIC,2025-11-09 00:00:00,1
C01507,Bengaluru,BTM Layout,25-34,paid_app_install,2024-09-05 00:00:00,1
C01508,Bengaluru,BTM Layout,35-44,coupon,2024-08-11 00:00:00,1
C01509,Bengaluru,Marathahalli,25-34,word_of_mouth,2024-11-15 00:00:00,1
C01510,Bengaluru,Jayanagar,25-34,paid_app_install,2025-09-23 00:00:00,1
C01511,Bengaluru,Bellandur,25-34,influencer,2025-04-23 00:00:00,1
C01512,Bengaluru,Jayanagar,45-54,organic,2026-03-31 00:00:00,1
C01513,Bengaluru,Yelahanka,35-44,word_of_mouth,2024-06-05 00:00:00,1
C01514,Bengaluru,Indiranagar,35-44,influencer,2024-06-22 00:00:00,1
C01515,Bengaluru,Koramangala,18-24,INFLUENCER,2024-11-17 00:00:00,1
C01516,Bengaluru,Indiranagar,25-34,influencer,2025-04-06 00:00:00,1
C01517,Bengaluru,Marathahalli,25-34,paid_app_install,2024-07-31 00:00:00,0
C01518,Bengaluru,Electronic City,45-54,organic,2024-07-20 00:00:00,1
C01519,Bengaluru,Koramangala,25-34,organic,2025-03-06 00:00:00,1
C01520,Bengaluru,Electronic City,25-34,influencer,2024-06-11 00:00:00,1
C01521,Bengaluru,Indiranagar,25-34,COUPON,2024-08-22 00:00:00,1
C01522,Bengaluru,Yelahanka,25-34,influencer,2024-10-05 00:00:00,1
C01523,Bengaluru,HSR Layout,18-24,referral,2024-10-26 00:00:00,1
C01524,Bengaluru,Indiranagar,45-54,referral,2025-01-21 00:00:00,1
C01525,Bengaluru,Whitefield,25-34,paid_app_install,2024-08-18 00:00:00,0
C01526,Bengaluru,Koramangala,45-54,paid_app_install,2024-11-18 00:00:00,1
C01527,Bengaluru,HSR Layout,35-44,INFLUENCER,2024-11-06 00:00:00,1
C01528,Bengaluru,HSR Layout,25-34,organic,2024-10-21 00:00:00,0
C01529,,Bellandur,25-34,coupon,2024-12-02 00:00:00,1
C01530,Bengaluru,BTM Layout,18-24,influencer,2024-07-25 00:00:00,1
C01531,Bengaluru,HSR Layout,45-54,paid_app_install,2024-06-16 00:00:00,1
C01532,Bengaluru,Marathahalli,25-34,organic,2024-06-23 00:00:00,1
C01533,Bengaluru,Jayanagar,25-34,referral,2024-07-16 00:00:00,1
C01534,Bengaluru,HSR Layout,25-34,Coupon,2024-10-03 00:00:00,1
C01535,Bengaluru,Whitefield,25-34,Organic,2025-04-27 00:00:00,1
C01536,Bengaluru,Indiranagar,25-34,REFERRAL,2025-01-04 00:00:00,1
C01537,Bengaluru,Koramangala,25-34,referral,2025-03-08 00:00:00,1
C01538,Bengaluru,Jayanagar,35-44,paid_app_install,2024-08-17 00:00:00,1
C01539,Bengaluru,Koramangala,35-44,ORGANIC,2024-09-02 00:00:00,1
C01540,Bengaluru,BTM Layout,25-34,ORGANIC,2024-08-30 00:00:00,1
C01541,Bengaluru,Jayanagar,25-34,coupon,2024-07-09 00:00:00,1
C01542,Bengaluru,Indiranagar,45-54,INFLUENCER,2024-06-12 00:00:00,1
C01543,Bengaluru,BTM Layout,18-24,organic,2024-11-08 00:00:00,1
C01544,Bengaluru,Koramangala,45-54,organic,2026-03-31 00:00:00,1
C01545,Bengaluru,Yelahanka,25-34,word_of_mouth,2024-07-03 00:00:00,1
C01546,Bengaluru,Whitefield,35-44,ORGANIC,2024-06-09 00:00:00,1
C01547,Bengaluru,Bellandur,25-34,influencer,2025-02-28 00:00:00,1
C01548,Bengaluru,BTM Layout,25-34,referral,2024-07-23 00:00:00,0
C01549,Bengaluru,Indiranagar,45-54,COUPON,2025-04-15 00:00:00,1
C01550,Bengaluru,Marathahalli,18-24,paid_app_install,2025-01-06 00:00:00,1
C01551,Bengaluru,Yelahanka,25-34,INFLUENCER,2025-11-07 00:00:00,1
C01552,Bengaluru,Marathahalli,25-34,organic,2024-09-03 00:00:00,1
C01553,Bengaluru,Bellandur,35-44,coupon,2024-12-13 00:00:00,0
C01554,Bengaluru,Electronic City,25-34,referral,2024-09-21 00:00:00,0
C01555,Bengaluru,Koramangala,35-44,COUPON,2024-11-27 00:00:00,1
C01556,Bengaluru,Koramangala,25-34,referral,2024-09-16 00:00:00,1
C01557,Bengaluru,Marathahalli,25-34,influencer,2024-07-08 00:00:00,1
C01558,Bengaluru,Whitefield,35-44,ORGANIC,2024-10-06 00:00:00,1
C01559,Bengaluru,Bellandur,18-24,paid_app_install,2024-10-14 00:00:00,1
C01560,Bengaluru,Electronic City,25-34,Referral,2025-03-27 00:00:00,1
C01561,Bengaluru,HSR Layout,18-24,referral,2025-01-26 00:00:00,1
C01562,Bengaluru,Koramangala,25-34,organic,2024-12-14 00:00:00,1
C01563,Bengaluru,Bellandur,35-44,Organic,2024-06-22 00:00:00,1
C01564,Bengaluru,HSR Layout,25-34,organic,2025-01-16 00:00:00,1
C01565,Bengaluru,Bellandur,25-34,Referral,2024-10-03 00:00:00,1
C01566,Bengaluru,Whitefield,25-34,coupon,2025-07-10 00:00:00,1
C01567,Bengaluru,Marathahalli,25-34,Referral,2025-08-29 00:00:00,1
C01568,Bengaluru,Indiranagar,25-34,paid_app_install,2024-06-11 00:00:00,1
C01569,Bengaluru,Marathahalli,55+,organic,2025-04-06 00:00:00,1
C01570,Bengaluru,Whitefield,45-54,Influencer,2024-06-07 00:00:00,1
C01571,Bengaluru,BTM Layout,18-24,referral,2024-08-22 00:00:00,1
C01572,Bengaluru,Koramangala,18-24,word_of_mouth,2024-10-19 00:00:00,1
C01573,Bengaluru,Jayanagar,45-54,paid_app_install,2024-06-29 00:00:00,1
C01574,Bengaluru,Electronic City,25-34,referral,2025-02-02 00:00:00,1
C01575,Bengaluru,Koramangala,25-34,paid_app_install,2024-06-02 00:00:00,1
C01576,Bengaluru,Indiranagar,35-44,organic,2024-07-04 00:00:00,1
C01577,Bengaluru,Indiranagar,25-34,influencer,2024-11-04 00:00:00,1
C01578,Bengaluru,Marathahalli,25-34,organic,2025-01-12 00:00:00,1
C01579,Bengaluru,Marathahalli,55+,referral,2025-08-22 00:00:00,1
C01580,Bengaluru,BTM Layout,35-44,organic,2025-01-07 00:00:00,0
C01581,Bengaluru,Koramangala,18-24,paid_app_install,2024-12-18 00:00:00,1
C01582,Bengaluru,Whitefield,18-24,referral,2024-08-30 00:00:00,1
C01583,Bengaluru,Marathahalli,25-34,paid_app_install,2024-06-01 00:00:00,1
C01584,Bengaluru,BTM Layout,35-44,Referral,2024-06-24 00:00:00,1
C01585,Bengaluru,Yelahanka,25-34,organic,2024-10-16 00:00:00,1
C01586,Bengaluru,Indiranagar,18-24,paid_app_install,2024-12-20 00:00:00,0
C01587,Bengaluru,Jayanagar,45-54,PAID_APP_INSTALL,2024-09-06 00:00:00,1
C01588,Bengaluru,Whitefield,18-24,coupon,2025-01-23 00:00:00,1
C01589,Bengaluru,Whitefield,18-24,influencer,2024-10-11 00:00:00,1
C01590,Bengaluru,Jayanagar,25-34,paid_app_install,2024-06-14 00:00:00,1
C01591,Bengaluru,Jayanagar,25-34,paid_app_install,2024-07-09 00:00:00,0
C01592,Bengaluru,Yelahanka,25-34,organic,2025-04-26 00:00:00,1
C01593,Bengaluru,Indiranagar,45-54,Organic,2025-01-19 00:00:00,1
C01594,Bengaluru,Indiranagar,45-54,organic,2025-07-11 00:00:00,1
C01595,Bengaluru,Jayanagar,25-34,referral,2024-06-23 00:00:00,0
C01596,Bengaluru,BTM Layout,25-34,REFERRAL,2026-03-31 00:00:00,1
C01597,Bengaluru,HSR Layout,25-34,word_of_mouth,2024-07-13 00:00:00,1
C01598,Bengaluru,Indiranagar,25-34,referral,2024-06-03 00:00:00,1
C01599,Bengaluru,Indiranagar,18-24,Paid_App_Install,2026-03-31 00:00:00,1
C01600,Bengaluru,Electronic City,45-54,influencer,2024-07-30 00:00:00,1
C01601,Bengaluru,Koramangala,25-34,organic,2024-12-16 00:00:00,1
C01602,Bengaluru,HSR Layout,25-34,organic,2024-07-05 00:00:00,1
C01603,,Koramangala,25-34,influencer,2024-11-04 00:00:00,1
C01604,Bengaluru,HSR Layout,25-34,paid_app_install,2025-07-27 00:00:00,1
C01605,Bengaluru,Indiranagar,18-24,word_of_mouth,2024-08-09 00:00:00,1
C01606,Bengaluru,BTM Layout,18-24,referral,2024-12-17 00:00:00,1
C01607,Bengaluru,Indiranagar,25-34,coupon,2024-07-08 00:00:00,0
C01608,Bengaluru,Bellandur,35-44,referral,2024-11-24 00:00:00,1
C01609,Bengaluru,Koramangala,25-34,INFLUENCER,2024-08-13 00:00:00,1
C01610,Bengaluru,BTM Layout,25-34,INFLUENCER,2024-07-13 00:00:00,1
C01611,Bengaluru,Electronic City,25-34,organic,2024-08-07 00:00:00,1
C01612,Bengaluru,Marathahalli,45-54,Organic,2024-07-06 00:00:00,1
C01613,Bengaluru,BTM Layout,25-34,organic,2025-07-23 00:00:00,1
C01614,Bengaluru,HSR Layout,18-24,referral,2024-08-31 00:00:00,1
C01615,Bengaluru,HSR Layout,25-34,PAID_APP_INSTALL,2024-07-21 00:00:00,1
C01616,Bengaluru,Marathahalli,35-44,organic,2024-09-16 00:00:00,1
C01617,Bengaluru,Yelahanka,18-24,Influencer,2024-08-09 00:00:00,1
C01618,,Marathahalli,25-34,organic,2025-02-01 00:00:00,1
C01619,Bengaluru,BTM Layout,18-24,paid_app_install,2026-03-01 00:00:00,1
C01620,,Jayanagar,18-24,paid_app_install,2024-09-12 00:00:00,1
C01621,Bengaluru,Whitefield,25-34,Paid_App_Install,2025-05-22 00:00:00,1
C01622,,Indiranagar,25-34,influencer,2024-10-29 00:00:00,1
C01623,Bengaluru,BTM Layout,35-44,organic,2024-07-01 00:00:00,1
C01624,,Yelahanka,35-44,paid_app_install,2024-12-29 00:00:00,1
C01625,Bengaluru,Koramangala,25-34,organic,2024-10-08 00:00:00,1
C01626,Bengaluru,Jayanagar,25-34,organic,2024-12-07 00:00:00,1
C01627,Bengaluru,Koramangala,25-34,organic,2025-07-02 00:00:00,1
C01628,Bengaluru,BTM Layout,18-24,influencer,2024-09-13 00:00:00,1
C01629,Bengaluru,Indiranagar,45-54,influencer,2025-07-22 00:00:00,1
C01630,Bengaluru,Whitefield,55+,influencer,2025-02-06 00:00:00,1
C01631,Bengaluru,Jayanagar,25-34,referral,2024-09-29 00:00:00,1
C01632,Bengaluru,HSR Layout,18-24,organic,2024-11-14 00:00:00,1
C01633,Bengaluru,Marathahalli,18-24,coupon,2024-08-10 00:00:00,1
C01634,Bengaluru,Bellandur,35-44,referral,2026-03-31 00:00:00,1
C01635,Bengaluru,Electronic City,35-44,referral,2024-12-16 00:00:00,1
C01636,Bengaluru,Koramangala,35-44,influencer,2024-06-09 00:00:00,0
C01637,Bengaluru,Whitefield,35-44,organic,2024-08-11 00:00:00,1
C01638,Bengaluru,Koramangala,25-34,organic,2024-11-23 00:00:00,0
C01639,Bengaluru,Yelahanka,35-44,referral,2024-06-11 00:00:00,1
C01640,Bengaluru,Electronic City,35-44,organic,2024-06-05 00:00:00,1
C01641,Bengaluru,BTM Layout,25-34,organic,2024-09-16 00:00:00,1
C01642,Bengaluru,Bellandur,25-34,coupon,2024-08-12 00:00:00,1
C01643,Bengaluru,BTM Layout,35-44,influencer,2024-09-12 00:00:00,1
C01644,Bengaluru,Marathahalli,25-34,Referral,2024-07-25 00:00:00,1
C01645,Bengaluru,Indiranagar,35-44,influencer,2024-07-03 00:00:00,1
C01646,Bengaluru,Jayanagar,35-44,word_of_mouth,2024-12-28 00:00:00,0
C01647,Bengaluru,Indiranagar,35-44,organic,2024-10-09 00:00:00,0
C01648,Bengaluru,Bellandur,35-44,paid_app_install,2024-07-11 00:00:00,1
C01649,Bengaluru,Bellandur,25-34,influencer,2024-08-09 00:00:00,0
C01650,Bengaluru,Jayanagar,35-44,organic,2024-11-09 00:00:00,1
C01651,Bengaluru,Indiranagar,25-34,ORGANIC,2024-06-14 00:00:00,1
C01652,Bengaluru,HSR Layout,25-34,referral,2024-06-29 00:00:00,1
C01653,Bengaluru,Koramangala,18-24,influencer,2024-06-14 00:00:00,1
C01654,,HSR Layout,25-34,organic,2025-03-29 00:00:00,0
C01655,Bengaluru,Indiranagar,25-34,INFLUENCER,2025-02-07 00:00:00,1
C01656,Bengaluru,Yelahanka,55+,influencer,2025-02-07 00:00:00,0
C01657,Bengaluru,BTM Layout,25-34,referral,2025-01-13 00:00:00,0
C01658,Bengaluru,HSR Layout,25-34,coupon,2024-12-17 00:00:00,1
C01659,Bengaluru,Whitefield,25-34,coupon,2024-09-25 00:00:00,1
C01660,Bengaluru,Whitefield,18-24,referral,2024-12-03 00:00:00,1
C01661,Bengaluru,Marathahalli,35-44,word_of_mouth,2024-06-08 00:00:00,1
C01662,,BTM Layout,25-34,Organic,2024-11-22 00:00:00,1
C01663,Bengaluru,Electronic City,35-44,ORGANIC,2025-02-26 00:00:00,1
C01664,Bengaluru,BTM Layout,35-44,referral,2024-10-03 00:00:00,1
C01665,Bengaluru,Yelahanka,25-34,influencer,2024-08-19 00:00:00,0
C01666,Bengaluru,Electronic City,45-54,influencer,2024-07-29 00:00:00,1
C01667,Bengaluru,Koramangala,25-34,referral,2024-12-03 00:00:00,1
C01668,Bengaluru,Yelahanka,25-34,organic,2024-12-30 00:00:00,1
C01669,Bengaluru,Indiranagar,45-54,organic,2025-06-04 00:00:00,1
C01670,Bengaluru,Bellandur,45-54,Coupon,2024-08-15 00:00:00,1
C01671,Bengaluru,HSR Layout,18-24,coupon,2025-02-20 00:00:00,1
C01672,Bengaluru,Electronic City,18-24,Influencer,2024-10-27 00:00:00,1
C01673,Bengaluru,Electronic City,18-24,INFLUENCER,2025-06-21 00:00:00,1
C01674,Bengaluru,Bellandur,25-34,influencer,2024-10-14 00:00:00,1
C01675,Bengaluru,Bellandur,55+,organic,2024-10-10 00:00:00,1
C01676,Bengaluru,HSR Layout,25-34,referral,2024-11-03 00:00:00,1
C01677,Bengaluru,Indiranagar,25-34,influencer,2025-02-05 00:00:00,1
C01678,Bengaluru,Whitefield,45-54,influencer,2026-01-23 00:00:00,1
C01679,Bengaluru,Koramangala,25-34,organic,2024-06-14 00:00:00,1
C01680,,Jayanagar,25-34,word_of_mouth,2024-06-10 00:00:00,0
C01681,Bengaluru,HSR Layout,45-54,paid_app_install,2025-10-13 00:00:00,1
C01682,Bengaluru,Yelahanka,35-44,organic,2024-10-14 00:00:00,1
C01683,Bengaluru,Marathahalli,35-44,influencer,2024-11-19 00:00:00,1
C01684,Bengaluru,Bellandur,25-34,coupon,2024-09-27 00:00:00,1
C01685,Bengaluru,Indiranagar,35-44,Organic,2024-06-18 00:00:00,1
C01686,Bengaluru,Electronic City,18-24,referral,2025-02-19 00:00:00,1
C01687,,Electronic City,25-34,referral,2025-02-03 00:00:00,1
C01688,Bengaluru,Whitefield,55+,referral,2024-08-07 00:00:00,1
C01689,Bengaluru,Marathahalli,25-34,paid_app_install,2024-08-05 00:00:00,1
C01690,Bengaluru,Jayanagar,35-44,referral,2025-04-24 00:00:00,1
C01691,Bengaluru,Koramangala,25-34,organic,2024-06-14 00:00:00,0
C01692,Bengaluru,BTM Layout,18-24,organic,2025-06-19 00:00:00,1
C01693,Bengaluru,Whitefield,35-44,organic,2024-07-24 00:00:00,0
C01694,Bengaluru,Koramangala,18-24,referral,2024-11-09 00:00:00,1
C01695,Bengaluru,HSR Layout,35-44,paid_app_install,2025-10-08 00:00:00,1
C01696,Bengaluru,Indiranagar,18-24,Organic,2024-12-22 00:00:00,1
C01697,Bengaluru,Indiranagar,45-54,influencer,2024-09-05 00:00:00,1
C01698,Bengaluru,Indiranagar,25-34,influencer,2024-12-28 00:00:00,1
C01699,Bengaluru,Yelahanka,25-34,organic,2024-08-15 00:00:00,1
C01700,Bengaluru,BTM Layout,18-24,influencer,2024-07-29 00:00:00,1
C01701,Bengaluru,Yelahanka,45-54,INFLUENCER,2026-03-31 00:00:00,1
C01702,Bengaluru,Whitefield,35-44,referral,2025-02-06 00:00:00,1
C01703,Bengaluru,HSR Layout,35-44,referral,2024-12-04 00:00:00,1
C01704,Bengaluru,BTM Layout,25-34,influencer,2024-08-19 00:00:00,1
C01705,Bengaluru,Whitefield,25-34,word_of_mouth,2024-06-10 00:00:00,1
C01706,Bengaluru,Indiranagar,18-24,Referral,2024-06-06 00:00:00,1
C01707,Bengaluru,Marathahalli,25-34,REFERRAL,2024-10-24 00:00:00,1
C01708,Bengaluru,Koramangala,25-34,referral,2025-02-14 00:00:00,1
C01709,Bengaluru,Marathahalli,55+,organic,2024-10-17 00:00:00,1
C01710,Bengaluru,Marathahalli,35-44,influencer,2025-04-27 00:00:00,1
C01711,Bengaluru,Koramangala,25-34,referral,2024-06-07 00:00:00,1
C01712,Bengaluru,Indiranagar,18-24,organic,2024-08-22 00:00:00,1
C01713,Bengaluru,Bellandur,35-44,referral,2024-07-19 00:00:00,1
C01714,Bengaluru,Whitefield,18-24,organic,2024-09-15 00:00:00,1
C01715,Bengaluru,Indiranagar,25-34,referral,2024-06-14 00:00:00,1
C01716,Bengaluru,Yelahanka,25-34,organic,2025-12-07 00:00:00,0
C01717,Bengaluru,Indiranagar,25-34,organic,2024-07-16 00:00:00,1
C01718,Bengaluru,Jayanagar,35-44,PAID_APP_INSTALL,2025-09-03 00:00:00,1
C01719,Bengaluru,Yelahanka,25-34,COUPON,2024-09-08 00:00:00,1
C01720,Bengaluru,Koramangala,18-24,organic,2026-03-31 00:00:00,1
C01721,Bengaluru,Koramangala,25-34,influencer,2024-10-24 00:00:00,1
C01722,Bengaluru,Indiranagar,35-44,organic,2025-09-24 00:00:00,1
C01723,Bengaluru,HSR Layout,25-34,referral,2024-06-01 00:00:00,1
C01724,Bengaluru,Indiranagar,25-34,REFERRAL,2025-02-04 00:00:00,0
C01725,Bengaluru,Jayanagar,45-54,organic,2025-07-26 00:00:00,1
C01726,Bengaluru,Indiranagar,55+,paid_app_install,2024-06-28 00:00:00,1
C01727,Bengaluru,BTM Layout,55+,organic,2024-06-19 00:00:00,1
C01728,Bengaluru,Yelahanka,35-44,organic,2024-09-08 00:00:00,1
C01729,Bengaluru,Bellandur,25-34,PAID_APP_INSTALL,2025-10-02 00:00:00,1
C01730,Bengaluru,Marathahalli,25-34,INFLUENCER,2024-10-19 00:00:00,1
C01731,,HSR Layout,25-34,referral,2024-10-13 00:00:00,1
C01732,Bengaluru,Marathahalli,25-34,referral,2024-06-28 00:00:00,1
C01733,Bengaluru,BTM Layout,55+,REFERRAL,2024-06-01 00:00:00,1
C01734,Bengaluru,Whitefield,35-44,referral,2025-03-27 00:00:00,1
C01735,Bengaluru,Indiranagar,35-44,referral,2024-06-17 00:00:00,1
C01736,Bengaluru,Electronic City,25-34,referral,2024-11-28 00:00:00,1
C01737,Bengaluru,Whitefield,45-54,influencer,2025-08-17 00:00:00,1
C01738,Bengaluru,Koramangala,35-44,INFLUENCER,2024-07-13 00:00:00,1
C01739,Bengaluru,HSR Layout,18-24,Paid_App_Install,2024-12-14 00:00:00,1
C01740,Bengaluru,Whitefield,45-54,referral,2024-06-15 00:00:00,0
C01741,Bengaluru,Bellandur,25-34,REFERRAL,2024-11-14 00:00:00,1
C01742,Bengaluru,Jayanagar,18-24,referral,2024-07-03 00:00:00,0
C01743,Bengaluru,Jayanagar,35-44,influencer,2025-01-26 00:00:00,1
C01744,Bengaluru,Indiranagar,35-44,referral,2024-08-04 00:00:00,1
C01745,,Whitefield,18-24,COUPON,2024-09-21 00:00:00,1
C01746,Bengaluru,Whitefield,25-34,influencer,2024-11-12 00:00:00,1
C01747,Bengaluru,Indiranagar,55+,Coupon,2024-07-04 00:00:00,1
C01748,Bengaluru,Koramangala,35-44,paid_app_install,2025-01-30 00:00:00,1
C01749,Bengaluru,Jayanagar,35-44,word_of_mouth,2024-08-04 00:00:00,0
C01750,Bengaluru,Indiranagar,25-34,influencer,2024-12-13 00:00:00,1
C01751,Bengaluru,BTM Layout,18-24,word_of_mouth,2024-07-02 00:00:00,0
C01752,Bengaluru,Koramangala,25-34,Organic,2024-12-27 00:00:00,1
C01753,Bengaluru,Indiranagar,25-34,Organic,2024-06-25 00:00:00,0
C01754,Bengaluru,Koramangala,25-34,influencer,2024-09-08 00:00:00,1
C01755,Bengaluru,Yelahanka,25-34,word_of_mouth,2024-07-22 00:00:00,1
C01756,Bengaluru,Bellandur,25-34,referral,2025-02-04 00:00:00,1
C01757,Bengaluru,Yelahanka,25-34,organic,2024-07-25 00:00:00,0
C01758,,Whitefield,35-44,influencer,2025-06-20 00:00:00,1
C01759,Bengaluru,Indiranagar,25-34,influencer,2025-07-06 00:00:00,1
C01760,Bengaluru,BTM Layout,25-34,referral,2024-07-10 00:00:00,1
C01761,Bengaluru,Whitefield,18-24,Paid_App_Install,2024-11-19 00:00:00,1
C01762,Bengaluru,Bellandur,25-34,word_of_mouth,2024-06-17 00:00:00,1
C01763,Bengaluru,Indiranagar,18-24,coupon,2024-08-29 00:00:00,1
C01764,Bengaluru,Whitefield,55+,organic,2025-01-11 00:00:00,1
C01765,Bengaluru,Koramangala,35-44,referral,2024-12-11 00:00:00,1
C01766,Bengaluru,HSR Layout,25-34,REFERRAL,2024-11-24 00:00:00,1
C01767,,Jayanagar,18-24,referral,2024-07-30 00:00:00,1
C01768,Bengaluru,Whitefield,25-34,organic,2024-08-25 00:00:00,0
C01769,Bengaluru,HSR Layout,35-44,paid_app_install,2024-06-20 00:00:00,1
C01770,Bengaluru,Whitefield,25-34,referral,2025-01-15 00:00:00,1
C01771,Bengaluru,Whitefield,25-34,Coupon,2024-10-05 00:00:00,1
C01772,Bengaluru,Bellandur,35-44,coupon,2025-01-09 00:00:00,0
C01773,Bengaluru,Electronic City,35-44,Organic,2024-07-22 00:00:00,1
C01774,Bengaluru,Yelahanka,35-44,word_of_mouth,2024-08-10 00:00:00,1
C01775,Bengaluru,Bellandur,45-54,paid_app_install,2024-08-13 00:00:00,0
C01776,Bengaluru,HSR Layout,45-54,influencer,2024-06-05 00:00:00,1
C01777,Bengaluru,Jayanagar,25-34,referral,2024-08-15 00:00:00,1
C01778,Bengaluru,Whitefield,25-34,Referral,2025-03-20 00:00:00,1
C01779,Bengaluru,Koramangala,35-44,referral,2025-07-15 00:00:00,1
C01780,Bengaluru,Bellandur,35-44,influencer,2024-10-10 00:00:00,1
C01781,Bengaluru,Indiranagar,55+,ORGANIC,2024-09-18 00:00:00,1
C01782,Bengaluru,Electronic City,18-24,influencer,2024-06-06 00:00:00,1
C01783,Bengaluru,Whitefield,25-34,ORGANIC,2025-06-16 00:00:00,1
C01784,Bengaluru,Marathahalli,25-34,organic,2024-06-03 00:00:00,0
C01785,Bengaluru,Marathahalli,25-34,influencer,2025-11-04 00:00:00,1
C01786,Bengaluru,Electronic City,25-34,influencer,2024-09-29 00:00:00,1
C01787,Bengaluru,Marathahalli,35-44,Referral,2024-08-15 00:00:00,1
C01788,Bengaluru,Marathahalli,18-24,organic,2025-09-08 00:00:00,1
C01789,Bengaluru,Indiranagar,35-44,coupon,2024-06-05 00:00:00,1
C01790,Bengaluru,BTM Layout,35-44,Influencer,2024-11-04 00:00:00,1
C01791,Bengaluru,Koramangala,25-34,organic,2024-10-22 00:00:00,0
C01792,Bengaluru,Jayanagar,25-34,referral,2024-07-15 00:00:00,1
C01793,Bengaluru,BTM Layout,35-44,referral,2024-09-09 00:00:00,1
C01794,Bengaluru,Jayanagar,35-44,organic,2024-12-08 00:00:00,1
C01795,Bengaluru,Indiranagar,45-54,influencer,2025-01-20 00:00:00,1
C01796,Bengaluru,Indiranagar,45-54,paid_app_install,2024-06-01 00:00:00,1
C01797,,Jayanagar,55+,paid_app_install,2025-10-11 00:00:00,1
C01798,Bengaluru,Indiranagar,25-34,organic,2024-07-03 00:00:00,1
C01799,Bengaluru,Indiranagar,45-54,coupon,2024-07-18 00:00:00,1
C01800,Bengaluru,Indiranagar,35-44,referral,2024-07-26 00:00:00,1
C01801,Bengaluru,Yelahanka,45-54,coupon,2024-06-07 00:00:00,1
C01802,,Jayanagar,18-24,organic,2024-06-24 00:00:00,1
C01803,Bengaluru,HSR Layout,55+,referral,2026-03-31 00:00:00,1
C01804,Bengaluru,HSR Layout,25-34,influencer,2024-08-08 00:00:00,1
C01805,Bengaluru,HSR Layout,35-44,organic,2024-06-23 00:00:00,1
C01806,Bengaluru,Bellandur,18-24,paid_app_install,2024-06-21 00:00:00,1
C01807,Bengaluru,Marathahalli,25-34,influencer,2025-01-15 00:00:00,0
C01808,Bengaluru,Koramangala,25-34,ORGANIC,2025-05-14 00:00:00,1
C01809,Bengaluru,Koramangala,25-34,influencer,2024-07-24 00:00:00,1
C01810,Bengaluru,Indiranagar,18-24,referral,2024-06-04 00:00:00,0
C01811,Bengaluru,Marathahalli,35-44,organic,2024-07-16 00:00:00,1
C01812,Bengaluru,Jayanagar,18-24,word_of_mouth,2024-06-11 00:00:00,0
C01813,Bengaluru,Koramangala,25-34,coupon,2024-06-20 00:00:00,1
C01814,Bengaluru,Indiranagar,18-24,ORGANIC,2024-09-10 00:00:00,1
C01815,Bengaluru,Indiranagar,25-34,influencer,2024-07-18 00:00:00,0
C01816,Bengaluru,Yelahanka,25-34,referral,2024-10-09 00:00:00,1
C01817,Bengaluru,HSR Layout,25-34,paid_app_install,2024-07-23 00:00:00,1
C01818,Bengaluru,Jayanagar,25-34,COUPON,2025-10-22 00:00:00,1
C01819,Bengaluru,Marathahalli,35-44,Referral,2025-07-31 00:00:00,1
C01820,Bengaluru,HSR Layout,18-24,paid_app_install,2024-10-29 00:00:00,1
C01821,Bengaluru,Koramangala,18-24,referral,2024-08-18 00:00:00,1
C01822,Bengaluru,Indiranagar,25-34,referral,2024-08-26 00:00:00,1
C01823,Bengaluru,Marathahalli,55+,coupon,2024-09-04 00:00:00,1
C01824,Bengaluru,Bellandur,25-34,referral,2025-01-21 00:00:00,1
C01825,Bengaluru,Marathahalli,25-34,referral,2024-09-17 00:00:00,1
C01826,,BTM Layout,25-34,influencer,2025-05-16 00:00:00,1
C01827,Bengaluru,Indiranagar,25-34,organic,2025-11-02 00:00:00,1
C01828,Bengaluru,Yelahanka,18-24,referral,2024-08-13 00:00:00,1
C01829,Bengaluru,Bellandur,18-24,coupon,2024-10-27 00:00:00,1
C01830,Bengaluru,HSR Layout,25-34,influencer,2024-06-18 00:00:00,1
C01831,,Yelahanka,25-34,paid_app_install,2024-07-11 00:00:00,1
C01832,Bengaluru,Marathahalli,18-24,Organic,2024-09-05 00:00:00,1
C01833,Bengaluru,BTM Layout,35-44,influencer,2024-07-12 00:00:00,0
C01834,Bengaluru,Jayanagar,55+,word_of_mouth,2025-06-12 00:00:00,1
